char	iwp	n_word	n_char
鐕	1.000000	355	355
鐖	1.000000	494	494
鐚	1.000000	403	403
鐛	1.000000	309	309
鐜	1.000000	500	500
鐞	1.000000	474	474
鐟	1.000000	406	406
鐠	1.000000	520	520
鐡	1.000000	1067	1067
鐥	1.000000	6	6
鐦	1.000000	536	536
鐨	1.000000	646	646
鐩	1.000000	516	516
鐪	1.000000	524	524
鐬	1.000000	298	298
鐭	1.000000	453	453
鐰	1.000000	297	297
鐱	1.000000	265	265
鐴	1.000000	390	390
鐷	1.000000	380	380
鐹	1.000000	580	580
鐻	1.000000	338	338
鐼	1.000000	266	266
鐽	1.000000	375	375
鐾	1.000000	540	540
鑀	1.000000	531	531
鑁	1.000000	313	313
鑂	1.000000	243	243
鑃	1.000000	244	244
鑅	1.000000	261	261
鑆	1.000000	231	231
鑇	1.000000	177	177
鑈	1.000000	284	284
鑉	1.000000	220	220
鑋	1.000000	309	309
鑌	1.000000	559	559
鑍	1.000000	233	233
鑎	1.000000	193	193
鑏	1.000000	319	319
鑐	1.000000	312	312
鑓	1.000000	251	251
鑔	1.000000	518	518
鑕	1.000000	291	291
鑖	1.000000	266	266
鑗	1.000000	353	353
鑘	1.000000	221	221
鑙	1.000000	200	200
鑚	1.000000	368	368
鑛	1.000000	350	350
鑜	1.000000	283	283
鑝	1.000000	221	221
鑟	1.000000	251	251
鑡	1.000000	190	190
鑢	1.000000	317	317
鑤	1.000000	2	2
鑥	1.000000	446	446
鑨	1.000000	326	326
鑩	1.000000	278	278
鑪	1.000000	2	2
鑬	1.000000	205	205
鑮	1.000000	270	270
鑯	1.000000	339	339
鑱	1.000000	368	368
鑳	1.000000	495	495
鑴	1.000000	402	402
鑵	1.000000	86	86
鑶	1.000000	365	365
鑸	1.000000	432	432
鑺	1.000000	481	481
鑻	1.000000	465	465
钀	1.000000	446	446
钂	1.000000	354	354
钃	1.000000	379	379
钄	1.000000	332	332
镸	1.000000	378	378
镹	1.000000	408	408
镺	1.000000	230	230
镻	1.000000	280	280
镼	1.000000	308	308
镽	1.000000	206	206
镾	1.000000	246	246
閁	1.000000	456	456
閄	1.000000	420	420
閅	1.000000	565	565
閇	1.000000	356	356
閊	1.000000	359	359
閌	1.000000	599	599
閕	1.000000	202	202
閖	1.000000	407	407
閙	1.000000	579	579
閚	1.000000	279	279
閛	1.000000	255	255
閜	1.000000	293	293
閝	1.000000	241	241
閞	1.000000	557	557
閟	1.000000	420	420
閠	1.000000	317	317
関	1.000000	661	661
閧	1.000000	297	297
閮	1.000000	500	500
閯	1.000000	279	279
閳	1.000000	313	313
閴	1.000000	290	290
閵	1.000000	312	312
閷	1.000000	355	355
閸	1.000000	376	376
閺	1.000000	453	453
閿	1.000000	596	596
闀	1.000000	460	460
闁	1.000000	413	413
闂	1.000000	497	497
闄	1.000000	506	506
闅	1.000000	446	446
闉	1.000000	370	370
闋	1.000000	670	670
闑	1.000000	261	261
闒	1.000000	310	310
闓	1.000000	88	88
闗	1.000000	410	410
闘	1.000000	527	527
闙	1.000000	246	246
闚	1.000000	318	318
闛	1.000000	307	307
闝	1.000000	182	182
闞	1.000000	720	720
闟	1.000000	314	314
闠	1.000000	342	342
闣	1.000000	300	300
闤	1.000000	339	339
阝	1.000000	534	534
阞	1.000000	315	315
队	1.000000	2	2
阠	1.000000	244	244
阣	1.000000	450	450
阤	1.000000	291	291
阥	1.000000	225	225
阦	1.000000	184	184
阧	1.000000	281	281
阩	1.000000	277	277
阫	1.000000	254	254
阭	1.000000	301	301
阯	1.000000	453	453
阰	1.000000	301	301
阷	1.000000	250	250
阸	1.000000	282	282
阹	1.000000	355	355
阺	1.000000	266	266
阾	1.000000	302	302
陁	1.000000	351	351
陃	1.000000	273	273
陊	1.000000	398	398
陎	1.000000	250	250
陏	1.000000	1	1
陑	1.000000	374	374
陒	1.000000	262	262
陓	1.000000	306	306
陔	1.000000	546	546
陖	1.000000	239	239
陗	1.000000	275	275
陙	1.000000	238	238
陚	1.000000	223	223
陠	1.000000	241	241
陥	1.000000	415	415
陦	1.000000	225	225
陫	1.000000	285	285
陬	1.000000	497	497
陭	1.000000	255	255
陮	1.000000	284	284
陯	1.000000	281	281
陱	1.000000	190	190
陹	1.000000	325	325
険	1.000000	515	515
陻	1.000000	374	374
陼	1.000000	300	300
陾	1.000000	301	301
陿	1.000000	322	322
隀	1.000000	236	236
隁	1.000000	173	173
隂	1.000000	527	527
隃	1.000000	314	314
隄	1.000000	1	1
隇	1.000000	263	263
隈	1.000000	526	526
隌	1.000000	327	327
隑	1.000000	263	263
隒	1.000000	88	88
隓	1.000000	269	269
隖	1.000000	265	265
隗	1.000000	586	586
隚	1.000000	297	297
隝	1.000000	279	279
隞	1.000000	299	299
隟	1.000000	258	258
隠	1.000000	266	266
隡	1.000000	281	281
隢	1.000000	332	332
隣	1.000000	88	88
隤	1.000000	232	232
隥	1.000000	295	295
隦	1.000000	216	216
隩	1.000000	476	476
隫	1.000000	293	293
隬	1.000000	452	452
隭	1.000000	216	216
隮	1.000000	320	320
隯	1.000000	215	215
隲	1.000000	276	276
隳	1.000000	559	559
隵	1.000000	276	276
隶	1.000000	300	300
隷	1.000000	410	410
隹	1.000000	589	589
隺	1.000000	280	280
隽	1.000000	100	100
隿	1.000000	256	256
雂	1.000000	226	226
雃	1.000000	286	286
雇	1.000000	657	657
雈	1.000000	213	213
雊	1.000000	351	351
雐	1.000000	251	251
雑	1.000000	324	324
雓	1.000000	184	184
雔	1.000000	306	306
雗	1.000000	282	282
雘	1.000000	371	371
雚	1.000000	345	345
雝	1.000000	335	335
雟	1.000000	273	273
雡	1.000000	196	196
雤	1.000000	273	273
雥	1.000000	311	311
雦	1.000000	312	312
雧	1.000000	293	293
雫	1.000000	511	511
雬	1.000000	199	199
雭	1.000000	301	301
雮	1.000000	478	478
雰	1.000000	413	413
雱	1.000000	465	465
雴	1.000000	299	299
雵	1.000000	205	205
雸	1.000000	356	356
雺	1.000000	276	276
雼	1.000000	424	424
雽	1.000000	314	314
雿	1.000000	372	372
霂	1.000000	443	443
霃	1.000000	400	400
霅	1.000000	385	385
霊	1.000000	524	524
霋	1.000000	260	260
霌	1.000000	360	360
霐	1.000000	303	303
霒	1.000000	331	331
霔	1.000000	263	263
霕	1.000000	304	304
霗	1.000000	414	414
霘	1.000000	286	286
霙	1.000000	412	412
霚	1.000000	330	330
霛	1.000000	416	416
霝	1.000000	345	345
霟	1.000000	302	302
霠	1.000000	319	319
霢	1.000000	361	361
霣	1.000000	314	314
霤	1.000000	177	177
霥	1.000000	310	310
霦	1.000000	346	346
霨	1.000000	322	322
霩	1.000000	272	272
霫	1.000000	349	349
霬	1.000000	311	311
霮	1.000000	249	249
霯	1.000000	233	233
霱	1.000000	292	292
霳	1.000000	317	317
霴	1.000000	250	250
霵	1.000000	218	218
霶	1.000000	227	227
霷	1.000000	210	210
霺	1.000000	409	409
霼	1.000000	197	197
霿	1.000000	309	309
靀	1.000000	249	249
靁	1.000000	365	365
靃	1.000000	348	348
靅	1.000000	273	273
靇	1.000000	407	407
靊	1.000000	281	281
靋	1.000000	241	241
靍	1.000000	251	251
靏	1.000000	239	239
靐	1.000000	424	424
靔	1.000000	10	10
靕	1.000000	179	179
靗	1.000000	197	197
靘	1.000000	345	345
靝	1.000000	253	253
靟	1.000000	226	226
靣	1.000000	517	517
靤	1.000000	419	419
靧	1.000000	285	285
靫	1.000000	297	297
靭	1.000000	311	311
靮	1.000000	330	330
靯	1.000000	296	296
靰	1.000000	371	371
靱	1.000000	322	322
靲	1.000000	196	196
靳	1.000000	1003	1003
靵	1.000000	234	234
靷	1.000000	429	429
靸	1.000000	393	393
靹	1.000000	383	383
靺	1.000000	475	475
靻	1.000000	349	349
靽	1.000000	299	299
靾	1.000000	351	351
靿	1.000000	330	330
鞀	1.000000	583	583
鞁	1.000000	381	381
鞂	1.000000	221	221
鞃	1.000000	224	224
鞄	1.000000	364	364
鞆	1.000000	263	263
鞇	1.000000	217	217
鞈	1.000000	278	278
鞉	1.000000	271	271
鞊	1.000000	237	237
鞌	1.000000	314	314
鞎	1.000000	452	452
鞐	1.000000	416	416
鞓	1.000000	390	390
鞔	1.000000	532	532
鞕	1.000000	387	387
鞖	1.000000	395	395
鞗	1.000000	392	392
鞙	1.000000	332	332
鞚	1.000000	477	477
鞛	1.000000	416	416
鞜	1.000000	273	273
鞞	1.000000	483	483
鞟	1.000000	296	296
鞡	1.000000	411	411
鞢	1.000000	323	323
鞤	1.000000	447	447
鞥	1.000000	655	655
鞧	1.000000	305	305
鞨	1.000000	473	473
鞩	1.000000	198	198
鞪	1.000000	197	197
鞫	1.000000	562	562
鞬	1.000000	381	381
鞮	1.000000	441	441
鞰	1.000000	269	269
鞱	1.000000	215	215
鞳	1.000000	325	325
鞴	1.000000	554	554
鞵	1.000000	327	327
鞶	1.000000	361	361
鞷	1.000000	263	263
鞸	1.000000	265	265
鞹	1.000000	260	260
鞺	1.000000	275	275
鞻	1.000000	253	253
鞼	1.000000	251	251
鞽	1.000000	571	571
鞾	1.000000	254	254
鞿	1.000000	301	301
韀	1.000000	278	278
韁	1.000000	420	420
韂	1.000000	397	397
韄	1.000000	226	226
韅	1.000000	269	269
韇	1.000000	235	235
韈	1.000000	297	297
韊	1.000000	228	228
韍	1.000000	305	305
韎	1.000000	352	352
韏	1.000000	267	267
韐	1.000000	296	296
韑	1.000000	209	209
韒	1.000000	251	251
韔	1.000000	361	361
韕	1.000000	207	207
韖	1.000000	288	288
韘	1.000000	330	330
韚	1.000000	215	215
韛	1.000000	272	272
韟	1.000000	220	220
韠	1.000000	303	303
韡	1.000000	458	458
韢	1.000000	294	294
韣	1.000000	353	353
韤	1.000000	219	219
韥	1.000000	313	313
韮	1.000000	394	394
韯	1.000000	271	271
韰	1.000000	268	268
韱	1.000000	292	292
韲	1.000000	205	205
韴	1.000000	203	203
韵	1.000000	500	500
韷	1.000000	233	233
韸	1.000000	212	212
韹	1.000000	320	320
韺	1.000000	300	300
韼	1.000000	232	232
韽	1.000000	302	302
韾	1.000000	306	306
頀	1.000000	272	272
頄	1.000000	365	365
頉	1.000000	329	329
頋	1.000000	406	406
頍	1.000000	291	291
頔	1.000000	435	435
頕	1.000000	236	236
頖	1.000000	488	488
頙	1.000000	273	273
頚	1.000000	296	296
頛	1.000000	249	249
頝	1.000000	211	211
頞	1.000000	388	388
頟	1.000000	342	342
頠	1.000000	404	404
頢	1.000000	240	240
頣	1.000000	365	365
頥	1.000000	286	286
頧	1.000000	214	214
頨	1.000000	270	270
頩	1.000000	425	425
頪	1.000000	287	287
頬	1.000000	406	406
頮	1.000000	280	280
頯	1.000000	236	236
頱	1.000000	211	211
頲	1.000000	432	432
頳	1.000000	266	266
頴	1.000000	375	375
頵	1.000000	371	371
頶	1.000000	180	180
頺	1.000000	349	349
頼	1.000000	486	486
頽	1.000000	1	1
頾	1.000000	228	228
頿	1.000000	237	237
顀	1.000000	265	265
顁	1.000000	486	486
顂	1.000000	333	333
顃	1.000000	1	1
顄	1.000000	238	238
顅	1.000000	235	235
顈	1.000000	266	266
顉	1.000000	240	240
顊	1.000000	202	202
顋	1.000000	217	217
顐	1.000000	260	260
顑	1.000000	314	314
顔	1.000000	13	13
顕	1.000000	430	430
顖	1.000000	289	289
顚	1.000000	382	382
顜	1.000000	344	344
顝	1.000000	219	219
顟	1.000000	224	224
顠	1.000000	361	361
顡	1.000000	283	283
顣	1.000000	292	292
顤	1.000000	279	279
顦	1.000000	277	277
顨	1.000000	230	230
顩	1.000000	282	282
顪	1.000000	222	222
顭	1.000000	343	343
顮	1.000000	253	253
顲	1.000000	258	258
颩	1.000000	537	537
颪	1.000000	251	251
颫	1.000000	227	227
颬	1.000000	228	228
颮	1.000000	500	500
颲	1.000000	349	349
颵	1.000000	353	353
颸	1.000000	421	421
颹	1.000000	253	253
颽	1.000000	322	322
颿	1.000000	337	337
飀	1.000000	357	357
飁	1.000000	265	265
飂	1.000000	369	369
飃	1.000000	464	464
飇	1.000000	273	273
飉	1.000000	251	251
飊	1.000000	326	326
飋	1.000000	307	307
飌	1.000000	277	277
飍	1.000000	319	319
飜	1.000000	424	424
飝	1.000000	489	489
飠	1.000000	629	629
飡	1.000000	327	327
飣	1.000000	350	350
飥	1.000000	376	376
飦	1.000000	349	349
飬	1.000000	335	335
飮	1.000000	444	444
飰	1.000000	322	322
飳	1.000000	433	433
飵	1.000000	325	325
飶	1.000000	235	235
飷	1.000000	300	300
飸	1.000000	248	248
飹	1.000000	160	160
飺	1.000000	238	238
飻	1.000000	201	201
飿	1.000000	267	267
餀	1.000000	372	372
餁	1.000000	304	304
餂	1.000000	354	354
餆	1.000000	282	282
餇	1.000000	348	348
餈	1.000000	25	25
餋	1.000000	280	280
餏	1.000000	197	197
餔	1.000000	3	3
餖	1.000000	397	397
餗	1.000000	2	2
餙	1.000000	383	383
餜	1.000000	450	450
餝	1.000000	255	255
餟	1.000000	267	267
餠	1.000000	415	415
餢	1.000000	253	253
餣	1.000000	240	240
餤	1.000000	398	398
餥	1.000000	399	399
餧	1.000000	318	318
餩	1.000000	305	305
餪	1.000000	224	224
餫	1.000000	296	296
餯	1.000000	203	203
餰	1.000000	173	173
餲	1.000000	317	317
餴	1.000000	213	213
餶	1.000000	302	302
餷	1.000000	520	520
餹	1.000000	544	544
餺	1.000000	323	323
餻	1.000000	367	367
餽	1.000000	43	43
饀	1.000000	245	245
饁	1.000000	291	291
饂	1.000000	331	331
饄	1.000000	348	348
饆	1.000000	254	254
饇	1.000000	210	210
饍	1.000000	284	284
饎	1.000000	278	278
饏	1.000000	210	210
饐	1.000000	364	364
饓	1.000000	179	179
饖	1.000000	171	171
饘	1.000000	1	1
饙	1.000000	220	220
饚	1.000000	332	332
饛	1.000000	344	344
饝	1.000000	244	244
饟	1.000000	76	76
饠	1.000000	330	330
饡	1.000000	261	261
馘	1.000000	529	529
馚	1.000000	341	341
馛	1.000000	279	279
馜	1.000000	305	305
馟	1.000000	191	191
馠	1.000000	326	326
馡	1.000000	375	375
馢	1.000000	243	243
馣	1.000000	252	252
馤	1.000000	237	237
馦	1.000000	242	242
馧	1.000000	261	261
馩	1.000000	203	203
馪	1.000000	248	248
馫	1.000000	408	408
馯	1.000000	215	215
馰	1.000000	317	317
馲	1.000000	257	257
馵	1.000000	279	279
馶	1.000000	303	303
馷	1.000000	203	203
馸	1.000000	265	265
馹	1.000000	499	499
馺	1.000000	309	309
馻	1.000000	303	303
馼	1.000000	463	463
馽	1.000000	233	233
馾	1.000000	201	201
馿	1.000000	443	443
駀	1.000000	201	201
駂	1.000000	241	241
駃	1.000000	3	3
駄	1.000000	266	266
駅	1.000000	510	510
駆	1.000000	463	463
駇	1.000000	209	209
駈	1.000000	306	306
駉	1.000000	376	376
駊	1.000000	326	326
駋	1.000000	263	263
駌	1.000000	360	360
駍	1.000000	231	231
駏	1.000000	374	374
駓	1.000000	260	260
駔	1.000000	383	383
駖	1.000000	258	258
駗	1.000000	276	276
駜	1.000000	314	314
駞	1.000000	271	271
駠	1.000000	215	215
駡	1.000000	444	444
駣	1.000000	336	336
駤	1.000000	262	262
駥	1.000000	293	293
駦	1.000000	370	370
駨	1.000000	261	261
駪	1.000000	280	280
駫	1.000000	290	290
駬	1.000000	286	286
駮	1.000000	140	140
駯	1.000000	228	228
駰	1.000000	408	408
駲	1.000000	180	180
駳	1.000000	203	203
駴	1.000000	273	273
駵	1.000000	255	255
駶	1.000000	1	1
駷	1.000000	216	216
駸	1.000000	427	427
駹	1.000000	321	321
駺	1.000000	379	379
駻	1.000000	1	1
駼	1.000000	302	302
駽	1.000000	261	261
駾	1.000000	244	244
騀	1.000000	439	439
騂	1.000000	375	375
騃	1.000000	1	1
騄	1.000000	370	370
騆	1.000000	298	298
騇	1.000000	324	324
騈	1.000000	244	244
騉	1.000000	280	280
騊	1.000000	338	338
騋	1.000000	374	374
騌	1.000000	301	301
騐	1.000000	287	287
騑	1.000000	413	413
騒	1.000000	469	469
験	1.000000	560	560
騕	1.000000	529	529
騗	1.000000	420	420
騘	1.000000	243	243
騛	1.000000	372	372
騜	1.000000	295	295
騝	1.000000	1	1
騞	1.000000	295	295
騠	1.000000	1	1
騡	1.000000	214	214
騢	1.000000	244	244
騣	1.000000	170	170
騤	1.000000	341	341
騥	1.000000	214	214
騦	1.000000	270	270
騧	1.000000	2	2
騨	1.000000	333	333
騩	1.000000	439	439
騬	1.000000	307	307
騯	1.000000	221	221
騱	1.000000	278	278
騲	1.000000	413	413
騳	1.000000	287	287
騴	1.000000	209	209
騵	1.000000	368	368
騸	1.000000	88	88
騹	1.000000	213	213
騺	1.000000	248	248
騻	1.000000	250	250
騼	1.000000	230	230
騽	1.000000	305	305
騿	1.000000	224	224
驄	1.000000	574	574
驆	1.000000	207	207
驇	1.000000	184	184
驈	1.000000	211	211
驉	1.000000	293	293
驌	1.000000	383	383
驏	1.000000	321	321
驐	1.000000	234	234
驑	1.000000	236	236
驒	1.000000	317	317
驓	1.000000	370	370
驔	1.000000	278	278
驖	1.000000	248	248
驘	1.000000	237	237
驙	1.000000	209	209
驜	1.000000	291	291
驝	1.000000	230	230
驞	1.000000	297	297
驠	1.000000	230	230
驡	1.000000	275	275
驣	1.000000	308	308
驦	1.000000	352	352
驧	1.000000	230	230
驨	1.000000	235	235
驩	1.000000	440	440
驫	1.000000	445	445
骩	1.000000	316	316
骪	1.000000	179	179
骫	1.000000	270	270
骬	1.000000	223	223
骭	1.000000	309	309
骮	1.000000	273	273
骱	1.000000	550	550
骲	1.000000	233	233
骳	1.000000	349	349
骴	1.000000	288	288
骵	1.000000	418	418
骹	1.000000	383	383
骽	1.000000	295	295
骾	1.000000	266	266
骿	1.000000	213	213
髁	1.000000	648	648
髃	1.000000	420	420
髄	1.000000	359	359
髆	1.000000	318	318
髇	1.000000	342	342
髉	1.000000	226	226
髊	1.000000	258	258
髍	1.000000	218	218
髎	1.000000	473	473
髐	1.000000	257	257
髗	1.000000	272	272
髙	1.000000	561	561
髚	1.000000	167	167
髛	1.000000	184	184
髜	1.000000	300	300
髟	1.000000	518	518
髠	1.000000	288	288
髢	1.000000	332	332
髣	1.000000	354	354
髤	1.000000	269	269
髥	1.000000	316	316
髧	1.000000	359	359
髨	1.000000	284	284
髩	1.000000	301	301
髪	1.000000	574	574
髬	1.000000	265	265
髰	1.000000	180	180
髱	1.000000	239	239
髲	1.000000	308	308
髳	1.000000	306	306
髴	1.000000	325	325
髵	1.000000	274	274
髶	1.000000	276	276
髷	1.000000	315	315
髸	1.000000	272	272
髺	1.000000	286	286
髾	1.000000	304	304
髿	1.000000	246	246
鬀	1.000000	211	211
鬁	1.000000	243	243
鬂	1.000000	331	331
鬄	1.000000	280	280
鬇	1.000000	298	298
鬉	1.000000	252	252
鬊	1.000000	250	250
鬋	1.000000	325	325
鬌	1.000000	247	247
鬎	1.000000	265	265
鬏	1.000000	414	414
鬐	1.000000	359	359
鬑	1.000000	303	303
鬔	1.000000	192	192
鬕	1.000000	263	263
鬖	1.000000	265	265
鬗	1.000000	238	238
鬙	1.000000	299	299
鬛	1.000000	279	279
鬜	1.000000	182	182
鬞	1.000000	199	199
鬠	1.000000	255	255
鬡	1.000000	265	265
鬤	1.000000	249	249
鬦	1.000000	398	398
鬪	1.000000	375	375
鬫	1.000000	264	264
鬬	1.000000	323	323
鬭	1.000000	330	330
鬯	1.000000	88	88
鬰	1.000000	344	344
鬲	1.000000	530	530
鬳	1.000000	290	290
鬴	1.000000	288	288
鬵	1.000000	256	256
鬷	1.000000	301	301
鬸	1.000000	221	221
鬹	1.000000	254	254
鬺	1.000000	399	399
鬽	1.000000	381	381
鬾	1.000000	292	292
鬿	1.000000	296	296
魀	1.000000	321	321
魋	1.000000	358	358
魌	1.000000	324	324
魐	1.000000	213	213
魒	1.000000	251	251
魓	1.000000	227	227
魕	1.000000	243	243
魗	1.000000	241	241
魙	1.000000	241	241
魛	1.000000	318	318
魜	1.000000	670	670
魝	1.000000	186	186
魡	1.000000	498	498
魢	1.000000	445	445
魤	1.000000	298	298
魦	1.000000	310	310
魧	1.000000	268	268
魨	1.000000	465	465
魩	1.000000	228	228
魪	1.000000	285	285
魫	1.000000	296	296
魬	1.000000	315	315
魭	1.000000	474	474
魮	1.000000	335	335
魰	1.000000	435	435
魱	1.000000	199	199
魲	1.000000	243	243
魳	1.000000	280	280
魴	1.000000	618	618
魵	1.000000	386	386
魶	1.000000	340	340
魸	1.000000	424	424
魺	1.000000	210	210
魻	1.000000	215	215
魼	1.000000	496	496
魽	1.000000	300	300
魾	1.000000	250	250
魿	1.000000	341	341
鮀	1.000000	451	451
鮂	1.000000	416	416
鮄	1.000000	349	349
鮅	1.000000	254	254
鮆	1.000000	299	299
鮇	1.000000	430	430
鮈	1.000000	440	440
鮉	1.000000	208	208
鮊	1.000000	441	441
鮋	1.000000	463	463
鮌	1.000000	261	261
鮏	1.000000	460	460
鮓	1.000000	711	711
鮔	1.000000	507	507
鮕	1.000000	1	1
鮖	1.000000	300	300
鮗	1.000000	357	357
鮙	1.000000	233	233
鮚	1.000000	421	421
鮛	1.000000	244	244
鮜	1.000000	378	378
鮞	1.000000	474	474
鮟	1.000000	2	2
鮠	1.000000	409	409
鮡	1.000000	357	357
鮢	1.000000	321	321
鮤	1.000000	198	198
鮥	1.000000	366	366
鮦	1.000000	397	397
鮧	1.000000	261	261
鮩	1.000000	293	293
鮬	1.000000	202	202
鮯	1.000000	217	217
鮱	1.000000	487	487
鮳	1.000000	337	337
鮴	1.000000	240	240
鮵	1.000000	209	209
鮶	1.000000	371	371
鮷	1.000000	371	371
鮸	1.000000	3	3
鮹	1.000000	261	261
鮺	1.000000	236	236
鮻	1.000000	274	274
鮼	1.000000	230	230
鮽	1.000000	390	390
鮾	1.000000	232	232
鮿	1.000000	252	252
鯀	1.000000	567	567
鯂	1.000000	203	203
鯃	1.000000	519	519
鯅	1.000000	194	194
鯆	1.000000	1	1
鯈	1.000000	343	343
鯋	1.000000	335	335
鯌	1.000000	199	199
鯍	1.000000	180	180
鯏	1.000000	264	264
鯑	1.000000	363	363
鯒	1.000000	317	317
鯓	1.000000	486	486
鯕	1.000000	345	345
鯘	1.000000	174	174
鯙	1.000000	233	233
鯚	1.000000	290	290
鯜	1.000000	200	200
鯝	1.000000	419	419
鯞	1.000000	303	303
鯟	1.000000	387	387
鯠	1.000000	455	455
鯣	1.000000	341	341
鯥	1.000000	356	356
鯦	1.000000	266	266
鯩	1.000000	382	382
鯫	1.000000	361	361
鯬	1.000000	292	292
鯭	1.000000	353	353
鯮	1.000000	299	299
鯯	1.000000	348	348
鯱	1.000000	1	1
鯲	1.000000	290	290
鯴	1.000000	443	443
鯵	1.000000	319	319
鯸	1.000000	399	399
鯹	1.000000	412	412
鯺	1.000000	267	267
鯻	1.000000	512	512
鯼	1.000000	247	247
鯾	1.000000	371	371
鰀	1.000000	247	247
鰁	1.000000	286	286
鰂	1.000000	385	385
鰃	1.000000	307	307
鰄	1.000000	266	266
鰅	1.000000	345	345
鰇	1.000000	285	285
鰉	1.000000	410	410
鰊	1.000000	333	333
鰋	1.000000	281	281
鰌	1.000000	100	100
鰎	1.000000	338	338
鰏	1.000000	293	293
鰐	1.000000	300	300
鰑	1.000000	244	244
鰒	1.000000	349	349
鰔	1.000000	339	339
鰕	1.000000	427	427
鰖	1.000000	222	222
鰗	1.000000	406	406
鰜	1.000000	287	287
鰝	1.000000	264	264
鰞	1.000000	299	299
鰠	1.000000	404	404
鰡	1.000000	339	339
鰢	1.000000	415	415
鰤	1.000000	1	1
鰦	1.000000	331	331
鰨	1.000000	583	583
鰩	1.000000	511	511
鰪	1.000000	202	202
鰫	1.000000	238	238
鰬	1.000000	183	183
鰮	1.000000	696	696
鰯	1.000000	394	394
鰰	1.000000	460	460
鰳	1.000000	582	582
鰴	1.000000	261	261
鰵	1.000000	427	427
鰶	1.000000	294	294
鰸	1.000000	341	341
鰺	1.000000	401	401
鰽	1.000000	263	263
鰿	1.000000	250	250
鱁	1.000000	237	237
鱂	1.000000	426	426
鱃	1.000000	269	269
鱄	1.000000	316	316
鱅	1.000000	503	503
鱊	1.000000	302	302
鱋	1.000000	180	180
鱌	1.000000	362	362
鱍	1.000000	305	305
鱎	1.000000	273	273
鱏	1.000000	260	260
鱐	1.000000	256	256
鱑	1.000000	285	285
鱓	1.000000	394	394
鱕	1.000000	372	372
鱙	1.000000	231	231
鱚	1.000000	365	365
鱞	1.000000	236	236
鱟	1.000000	607	607
鱠	1.000000	380	380
鱡	1.000000	274	274
鱢	1.000000	235	235
鱣	1.000000	353	353
鱤	1.000000	491	491
鱥	1.000000	267	267
鱦	1.000000	274	274
鱨	1.000000	344	344
鱬	1.000000	336	336
鱭	1.000000	440	440
鱮	1.000000	1	1
鱯	1.000000	329	329
鱱	1.000000	228	228
鱲	1.000000	402	402
鱳	1.000000	303	303
鱴	1.000000	305	305
鱵	1.000000	285	285
鱶	1.000000	205	205
鱹	1.000000	211	211
鱻	1.000000	444	444
鳦	1.000000	364	364
鳨	1.000000	300	300
鳪	1.000000	545	545
鳫	1.000000	204	204
鳭	1.000000	237	237
鳮	1.000000	422	422
鳰	1.000000	294	294
鳱	1.000000	270	270
鳲	1.000000	329	329
鳵	1.000000	241	241
鳷	1.000000	1	1
鳸	1.000000	263	263
鳹	1.000000	239	239
鳺	1.000000	262	262
鳻	1.000000	264	264
鳽	1.000000	421	421
鳿	1.000000	204	204
鴀	1.000000	304	304
鴁	1.000000	256	256
鴄	1.000000	198	198
鴅	1.000000	255	255
鴈	1.000000	160	160
鴊	1.000000	266	266
鴋	1.000000	334	334
鴌	1.000000	306	306
鴍	1.000000	242	242
鴎	1.000000	317	317
鴏	1.000000	384	384
鴐	1.000000	285	285
鴑	1.000000	253	253
鴓	1.000000	210	210
鴔	1.000000	230	230
鴖	1.000000	246	246
鴗	1.000000	1	1
鴘	1.000000	216	216
鴙	1.000000	275	275
鴚	1.000000	266	266
鴝	1.000000	529	529
鴠	1.000000	318	318
鴡	1.000000	286	286
鴢	1.000000	225	225
鴤	1.000000	246	246
鴥	1.000000	289	289
鴧	1.000000	240	240
鴩	1.000000	227	227
鴪	1.000000	209	209
鴫	1.000000	299	299
鴬	1.000000	252	252
鴭	1.000000	180	180
鴮	1.000000	229	229
鴱	1.000000	301	301
鴳	1.000000	333	333
鴵	1.000000	160	160
鴶	1.000000	259	259
鴷	1.000000	1	1
鴸	1.000000	272	272
鴹	1.000000	372	372
鴺	1.000000	218	218
鴼	1.000000	199	199
鴽	1.000000	291	291
鴾	1.000000	202	202
鵀	1.000000	281	281
鵁	1.000000	1	1
鵃	1.000000	255	255
鵄	1.000000	285	285
鵅	1.000000	287	287
鵆	1.000000	259	259
鵈	1.000000	167	167
鵊	1.000000	274	274
鵋	1.000000	235	235
鵌	1.000000	227	227
鵍	1.000000	206	206
鵎	1.000000	191	191
鵏	1.000000	284	284
鵐	1.000000	410	410
鵒	1.000000	635	635
鵕	1.000000	304	304
鵖	1.000000	284	284
鵗	1.000000	238	238
鵘	1.000000	275	275
鵙	1.000000	332	332
鵛	1.000000	253	253
鵞	1.000000	341	341
鵢	1.000000	266	266
鵣	1.000000	265	265
鵤	1.000000	282	282
鵦	1.000000	173	173
鵧	1.000000	204	204
鵨	1.000000	179	179
鵩	1.000000	368	368
鵫	1.000000	209	209
鵭	1.000000	200	200
鵮	1.000000	295	295
鵱	1.000000	238	238
鵳	1.000000	194	194
鵴	1.000000	209	209
鵵	1.000000	216	216
鵶	1.000000	338	338
鵷	1.000000	401	401
鵸	1.000000	291	291
鵹	1.000000	270	270
鵺	1.000000	436	436
鵻	1.000000	342	342
鵼	1.000000	381	381
鵽	1.000000	261	261
