rank	head	essay_frequency	batch_index
3763	帖	3203	8
3764	康	3203	8
3765	心願	3203	8
3766	必然	3203	8
3767	應對	3203	8
3768	接通	3203	8
3769	推出	3203	8
3770	改善	3203	8
3771	晨	3203	8
3772	暗示	3203	8
3773	梳洗	3203	8
3774	欺凌	3203	8
3775	歐	3203	8
3776	沿	3203	8
3777	法官	3203	8
3778	注視	3203	8
3779	消毒	3203	8
3780	溫馨	3203	8
3781	灰色	3203	8
3782	牛頭	3203	8
3783	田	3203	8
3784	病毒	3203	8
3785	目測	3203	8
3786	短暫	3203	8
3787	童年	3203	8
3788	端	3203	8
3789	管理	3203	8
3790	罅	3203	8
3791	腫	3203	8
3792	莊子	3203	8
3793	藉	3203	8
3794	裸	3203	8
3795	身份證	3203	8
3796	迴避	3203	8
3797	逐個	3203	8
3798	配	3203	8
3799	酸	3203	8
3800	閃電	3203	8
3801	開支	3203	8
3802	霧	3203	8
3803	霸	3203	8
3804	頭暈	3203	8
3805	高速	3203	8
3806	協商	3172	8
3807	鄉鎮	3172	8
3808	樹立	3163	8
3809	運動員	3158	8
3810	組建	3157	8
3811	衛星	3151	8
3812	央行	3148	8
3813	節能	3143	8
3814	緩解	3138	8
3815	電路	3128	8
3816	也就是說	3116	8
3817	上帝	3114	8
3818	不論	3114	8
3819	以免	3114	8
3820	佔有	3114	8
3821	佩	3114	8
3822	例	3114	8
3823	便利	3114	8
3824	停課	3114	8
3825	元	3114	8
3826	入侵	3114	8
3827	出馬	3114	8
3828	前世	3114	8
3829	化解	3114	8
3830	受害	3114	8
3831	同行	3114	8
3832	吠	3114	8
3833	吩咐	3114	8
3834	土地	3114	8
3835	基地	3114	8
3836	壓抑	3114	8
3837	外貌	3114	8
3838	大麻	3114	8
3839	妄想	3114	8
3840	嶽	3114	8
3841	差不多	3114	8
3842	帶領	3114	8
3843	幫襯	3114	8
3844	平均	3114	8
3845	彩	3114	8
3846	影子	3114	8
3847	徹底	3114	8
3848	意想不到	3114	8
3849	懵	3114	8
3850	指甲	3114	8
3851	挽	3114	8
3852	掩	3114	8
3853	插嘴	3114	8
3854	放大	3114	8
3855	散開	3114	8
3856	會合	3114	8
3857	會堂	3114	8
3858	標準	3114	8
3859	歐陽	3114	8
3860	歸	3114	8
3861	水壺	3114	8
3862	波動	3114	8
3863	流淚	3114	8
3864	淫蕩	3114	8
3865	混	3114	8
3866	清純	3114	8
3867	溫泉	3114	8
3868	烏	3114	8
3869	用品	3114	8
3870	癮	3114	8
3871	短褲	3114	8
3872	管理員	3114	8
3873	繼母	3114	8
3874	耐煩	3114	8
3875	聊	3114	8
3876	腳板	3114	8
3877	腹	3114	8
3878	自問	3114	8
3879	血腥	3114	8
3880	衣着	3114	8
3881	走人	3114	8
3882	跳動	3114	8
3883	身形	3114	8
3884	逃離	3114	8
3885	通訊	3114	8
3886	遊戲機	3114	8
3887	邪惡	3114	8
3888	郵票	3114	8
3889	鄙視	3114	8
3890	集合	3114	8
3891	頭部	3114	8
3892	香水	3114	8
3893	老外	3112	8
3894	公安局	3109	8
3895	民警	3094	8
3896	開盤	3085	8
3897	亮相	3084	8
3898	來不及	3083	8
3899	農產品	3083	8
3900	路由器	3080	8
3901	錄取	3078	8
3902	防治	3078	8
3903	老總	3073	8
3904	低價	3072	8
3905	麪包	3070	8
3906	長城	3065	8
3907	出版社	3062	8
3908	魏	3061	8
3909	樣品	3060	8
3910	詩歌	3060	8
3911	驗收	3059	8
3912	有意思	3051	8
3913	外貿	3050	8
3914	塑料	3044	8
3915	比如說	3029	8
3916	維生素	3026	8
3917	一剎那	3025	8
3918	一度	3025	8
3919	人望	3025	8
3920	伴侶	3025	8
3921	依稀	3025	8
3922	冠軍	3025	8
3923	到處	3025	8
3924	創作	3025	8
3925	動畫	3025	8
3926	喳	3025	8
3927	回報	3025	8
3928	婚紗	3025	8
3929	字母	3025	8
3930	字眼	3025	8
3931	小學生	3025	8
3932	必需	3025	8
3933	想念	3025	8
3934	懷	3025	8
3935	探索	3025	8
3936	揉	3025	8
3937	損失	3025	8
3938	收音機	3025	8
3939	教師	3025	8
3940	晚餐	3025	8
3941	次數	3025	8
3942	汪	3025	8
3943	法國	3025	8
3944	派出所	3025	8
3945	浩	3025	8
3946	渡過	3025	8
3947	無理	3025	8
3948	無聲	3025	8
3949	現象	3025	8
3950	生死	3025	8
3951	當場	3025	8
3952	真人	3025	8
3953	社交	3025	8
3954	程	3025	8
3955	種族	3025	8
3956	糕	3025	8
3957	肌膚	3025	8
3958	融	3025	8
3959	被迫	3025	8
3960	製作	3025	8
3961	覆蓋	3025	8
3962	貼近	3025	8
3963	賠	3025	8
3964	蹤	3025	8
3965	道德	3025	8
3966	順手	3025	8
3967	高層	3025	8
3968	魅力	3025	8
3969	簽署	3022	8
3970	合計	3017	8
3971	彙總	3016	8
3972	前天	3011	8
3973	試點	3009	8
3974	中介	3007	8
3975	儘可能	3007	8
3976	有助於	2989	8
3977	單子	2987	8
3978	簽字	2981	8
3979	點評	2972	8
3980	專項	2968	8
3981	亮點	2951	8
3982	合肥	2944	8
3983	售價	2942	8
3984	藉助	2941	8
3985	難看	2937	8
3986	不必	2936	8
3987	不明	2936	8
3988	主持	2936	8
3989	井	2936	8
3990	些	2936	8
3991	人情	2936	8
3992	人質	2936	8
3993	佟	2936	8
3994	傷感	2936	8
3995	儲	2936	8
3996	冷淡	2936	8
3997	剁	2936	8
3998	前往	2936	8
3999	原地	2936	8
4000	參與	2936	8
4001	哀求	2936	9
4002	商業	2936	9
4003	商量	2936	9
4004	大公國	2936	9
4005	大姐	2936	9
4006	天橋	2936	9
4007	天色	2936	9
4008	夾雜	2936	9
4009	宣佈	2936	9
4010	尚	2936	9
4011	強調	2936	9
4012	忽略	2936	9
4013	掙	2936	9
4014	推薦	2936	9
4015	推進	2936	9
4016	搜索	2936	9
4017	摧毀	2936	9
4018	擊中	2936	9
4019	攻勢	2936	9
4020	旺	2936	9
4021	柱	2936	9
4022	每年	2936	9
4023	淫亂	2936	9
4024	溜	2936	9
4025	澳門	2936	9
4026	火燒	2936	9
4027	熱戀	2936	9
4028	爹地	2936	9
4029	猜測	2936	9
4030	猶如	2936	9
4031	獵人	2936	9
4032	珠	2936	9
4033	甜美	2936	9
4034	由頭	2936	9
4035	相愛	2936	9
4036	窗簾	2936	9
4037	精力	2936	9
4038	紀錄	2936	9
4039	綺	2936	9
4040	羊	2936	9
4041	美女	2936	9
4042	耍	2936	9
4043	聽筒	2936	9
4044	臨時	2936	9
4045	蘇	2936	9
4046	處境	2936	9
4047	蜈蚣	2936	9
4048	解除	2936	9
4049	記性	2936	9
4050	話音	2936	9
4051	說道	2936	9
4052	迷惘	2936	9
4053	遇見	2936	9
4054	遊樂場	2936	9
4055	運用	2936	9
4056	適當	2936	9
4057	釋放	2936	9
4058	間接	2936	9
4059	關上	2936	9
4060	隊友	2936	9
4061	隱瞞	2936	9
4062	難聽	2936	9
4063	向上	2932	9
4064	工商	2928	9
4065	商標	2922	9
4066	掙錢	2922	9
4067	佔用	2917	9
4068	斤	2914	9
4069	境內	2913	9
4070	火車站	2912	9
4071	年初	2910	9
4072	名人	2905	9
4073	解析	2901	9
4074	莊家	2895	9
4075	打印機	2891	9
4076	採納	2888	9
4077	研製	2886	9
4078	評選	2885	9
4079	文獻	2884	9
4080	媳婦	2883	9
4081	名片	2882	9
4082	轉型	2881	9
4083	瞎	2877	9
4084	越南	2874	9
4085	借鑑	2869	9
4086	善於	2858	9
4087	遼寧	2853	9
4088	國人	2851	9
4089	上市	2847	9
4090	互	2847	9
4091	交通	2847	9
4092	仇恨	2847	9
4093	今世	2847	9
4094	僕人	2847	9
4095	割	2847	9
4096	包裝	2847	9
4097	區區	2847	9
4098	叫喊	2847	9
4099	地底	2847	9
4100	夕陽	2847	9
4101	多麼	2847	9
4102	大型	2847	9
4103	奏	2847	9
4104	好學	2847	9
4105	妒忌	2847	9
4106	姑媽	2847	9
4107	婷	2847	9
4108	孤單	2847	9
4109	孩子	2847	9
4110	店員	2847	9
4111	廊	2847	9
4112	往後	2847	9
4113	心愛	2847	9
4114	急促	2847	9
4115	手法	2847	9
4116	才能	2847	9
4117	指令	2847	9
4118	提到	2847	9
4119	支撐	2847	9
4120	支票	2847	9
4121	改革	2847	9
4122	敷衍	2847	9
4123	新娘	2847	9
4124	景色	2847	9
4125	有利	2847	9
4126	沙發	2847	9
4127	消滅	2847	9
4128	游泳	2847	9
4129	濃烈	2847	9
4130	生產	2847	9
4131	男聲	2847	9
4132	異口同聲	2847	9
4133	痕跡	2847	9
4134	相隔	2847	9
4135	示範	2847	9
4136	習	2847	9
4137	膝	2847	9
4138	自豪	2847	9
4139	至今	2847	9
4140	舌	2847	9
4141	虛擬	2847	9
4142	解答	2847	9
4143	認錯	2847	9
4144	資源	2847	9
4145	起頭	2847	9
4146	起飛	2847	9
4147	身世	2847	9
4148	逃跑	2847	9
4149	過度	2847	9
4150	道士	2847	9
4151	關注	2847	9
4152	陶醉	2847	9
4153	障礙	2847	9
4154	面對面	2847	9
4155	頭緒	2847	9
4156	香味	2847	9
4157	鮮血	2847	9
4158	麻雀	2847	9
4159	妝	2846	9
4160	要不然	2842	9
4161	兩岸	2840	9
4162	轉發	2838	9
4163	定製	2823	9
4164	演示	2819	9
4165	開發區	2819	9
4166	無能爲力	2817	9
4167	節約	2809	9
4168	出租	2802	9
4169	夥伴	2802	9
4170	市場經濟	2800	9
4171	這時候	2800	9
4172	董事會	2799	9
4173	本本	2797	9
4174	瀋陽	2797	9
4175	改天	2795	9
4176	機身	2794	9
4177	單詞	2793	9
4178	繳納	2792	9
4179	珠海	2790	9
4180	機器人	2788	9
4181	絕大多數	2787	9
4182	丟失	2785	9
4183	下半年	2773	9
4184	景區	2772	9
4185	下落	2758	9
4186	下降	2758	9
4187	不由自主	2758	9
4188	事業	2758	9
4189	五官	2758	9
4190	企圖	2758	9
4191	來電	2758	9
4192	倉庫	2758	9
4193	個案	2758	9
4194	公屋	2758	9
4195	判決	2758	9
4196	化學	2758	9
4197	十字路口	2758	9
4198	參考	2758	9
4199	取代	2758	9
4200	各樣	2758	9
4201	善良	2758	9
4202	單人	2758	9
4203	嘍	2758	9
4204	圓圈	2758	9
4205	垂直	2758	9
4206	大雨	2758	9
4207	姑姑	2758	9
4208	姿態	2758	9
4209	宜	2758	9
4210	導致	2758	9
4211	居民	2758	9
4212	心寒	2758	9
4213	心軟	2758	9
4214	恰	2758	9
4215	慌	2758	9
4216	懦弱	2758	9
4217	手足	2758	9
4218	打車	2758	9
4219	搶先	2758	9
4220	收入	2758	9
4221	改名	2758	9
4222	教員	2758	9
4223	望見	2758	9
4224	框	2758	9
4225	殼	2758	9
4226	氣力	2758	9
4227	法力	2758	9
4228	海邊	2758	9
4229	深夜	2758	9
4230	湯圓	2758	9
4231	焦點	2758	9
4232	熟睡	2758	9
4233	獨特	2758	9
4234	現時	2758	9
4235	發作	2758	9
4236	發誓	2758	9
4237	白紙	2758	9
4238	盡情	2758	9
4239	破裂	2758	9
4240	祭	2758	9
4241	紅豆	2758	9
4242	終結	2758	9
4243	綜合	2758	9
4244	緊急	2758	9
4245	美味	2758	9
4246	腹部	2758	9
4247	臺	2758	9
4248	舊年	2758	9
4249	華麗	2758	9
4250	訊	2758	9
4251	豐富	2758	9
4252	賜	2758	9
4253	趁機	2758	9
4254	身子	2758	9
4255	遊	2758	9
4256	選	2758	9
4257	選修	2758	9
4258	鏟	2758	9
4259	難以置信	2758	9
4260	飲茶	2758	9
4261	館	2758	9
4262	黃昏	2758	9
4263	默	2758	9
4264	長春	2753	9
4265	錄像	2752	9
4266	重要性	2748	9
4267	前臺	2732	9
4268	外國人	2723	9
4269	來回	2714	9
4270	升值	2713	9
4271	制約	2710	9
4272	評審	2710	9
4273	份額	2690	9
4274	匯款	2685	9
4275	賈	2679	9
4276	申購	2676	9
4277	儂	2673	9
4278	體檢	2670	9
4279	一共	2669	9
4280	不到	2669	9
4281	不妙	2669	9
4282	世事	2669	9
4283	仇	2669	9
4284	何必	2669	9
4285	偷聽	2669	9
4286	兩手	2669	9
4287	公廁	2669	9
4288	列車	2669	9
4289	前途	2669	9
4290	動人	2669	9
4291	包容	2669	9
4292	匿	2669	9
4293	友人	2669	9
4294	反感	2669	9
4295	反映	2669	9
4296	呼叫	2669	9
4297	單單	2669	9
4298	器官	2669	9
4299	國內	2669	9
4300	大會	2669	9
4301	夫妻	2669	9
4302	尋	2669	9
4303	屋頂	2669	9
4304	展示	2669	9
4305	屬	2669	9
4306	屬性	2669	9
4307	帶有	2669	9
4308	弓	2669	9
4309	忌	2669	9
4310	成就	2669	9
4311	成立	2669	9
4312	或許	2669	9
4313	手段	2669	9
4314	指揮	2669	9
4315	掃把	2669	9
4316	排除	2669	9
4317	放到	2669	9
4318	最高	2669	9
4319	本地	2669	9
4320	楚	2669	9
4321	橢圓	2669	9
4322	欄杆	2669	9
4323	死黨	2669	9
4324	求婚	2669	9
4325	流動	2669	9
4326	渴望	2669	9
4327	滋味	2669	9
4328	漫畫	2669	9
4329	無敵	2669	9
4330	焦急	2669	9
4331	照舊	2669	9
4332	獨立	2669	9
4333	獵物	2669	9
4334	瓜	2669	9
4335	生理	2669	9
4336	發表	2669	9
4337	禮拜六	2669	9
4338	私家	2669	9
4339	突出	2669	9
4340	糊	2669	9
4341	網球	2669	9
4342	緊身	2669	9
4343	織	2669	9
4344	聖	2669	9
4345	聖經	2669	9
4346	街燈	2669	9
4347	袍	2669	9
4348	訪問	2669	9
4349	試探	2669	9
4350	課程	2669	9
4351	超級市場	2669	9
4352	轉換	2669	9
4353	辦公室	2669	9
4354	近乎	2669	9
4355	退休	2669	9
4356	遲疑	2669	9
4357	鐵塔	2669	9
4358	降落	2669	9
4359	面積	2669	9
4360	面試	2669	9
4361	駁	2669	9
4362	驚嚇	2669	9
4363	驚恐	2669	9
4364	鹿	2669	9
4365	齋	2669	9
4366	高峯	2667	9
4367	稱之爲	2666	9
4368	捐款	2664	9
4369	城區	2663	9
4370	凡是	2660	9
4371	核實	2659	9
4372	志願者	2649	9
4373	輛	2649	9
4374	崔	2646	9
4375	國家隊	2645	9
4376	便於	2643	9
4377	布什	2643	9
4378	上報	2633	9
4379	長久	2632	9
4380	真實性	2630	9
4381	捨不得	2625	9
4382	僞	2624	9
4383	搞好	2623	9
4384	控股	2622	9
4385	抽菸	2621	9
4386	藝術家	2606	9
4387	下線	2605	9
4388	土豆	2605	9
4389	查處	2603	9
4390	致力	2603	9
4391	公交車	2596	9
4392	整治	2592	9
4393	民工	2591	9
4394	要素	2589	9
4395	羅馬	2587	9
4396	自治區	2587	9
4397	獲悉	2585	9
4398	中環	2580	9
4399	中秋	2580	9
4400	人體	2580	9
4401	作者	2580	9
4402	保守	2580	9
4403	信封	2580	9
4404	儲存	2580	9
4405	先行	2580	9
4406	入夜	2580	9
4407	冬菇	2580	9
4408	冷卻	2580	9
4409	冷漠	2580	9
4410	凝視	2580	9
4411	卜	2580	9
4412	向前	2580	9
4413	周邊	2580	9
4414	哭泣	2580	9
4415	喇叭	2580	9
4416	嘆氣	2580	9
4417	噓	2580	9
4418	嚓	2580	9
4419	地產	2580	9
4420	境界	2580	9
4421	女士	2580	9
4422	奶嘴	2580	9
4423	察覺	2580	9
4424	小腿	2580	9
4425	少有	2580	9
4426	展	2580	9
4427	山頭	2580	9
4428	帶頭	2580	9
4429	幣	2580	9
4430	度過	2580	9
4431	弱點	2580	9
4432	念	2580	9
4433	惡鬼	2580	9
4434	意料	2580	9
4435	打工	2580	9
4436	技	2580	9
4437	抆	2580	9
4438	抵抗	2580	9
4439	拋棄	2580	9
4440	新生	2580	9
4441	明天	2580	9
4442	昏暗	2580	9
4443	櫻花	2580	9
4444	水汪汪	2580	9
4445	況且	2580	9
4446	法庭	2580	9
4447	海灘	2580	9
4448	漱口	2580	9
4449	濟	2580	9
4450	燈籠	2580	9
4451	狩獵	2580	9
4452	獄警	2580	9
4453	甲	2580	9
4454	男廁	2580	9
4455	留心	2580	9
4456	當作	2580	9
4457	發育	2580	9
4458	白頭	2580	9
4459	相見	2580	9
4460	眉頭	2580	9
4461	碰撞	2580	9
4462	純真	2580	9
4463	網上	2580	9
4464	縱使	2580	9
4465	老老實實	2580	9
4466	肉色	2580	9
4467	臻	2580	9
4468	薛	2580	9
4469	藥膏	2580	9
4470	蛀	2580	9
4471	蟻	2580	9
4472	計算	2580	9
4473	許	2580	9
4474	詭異	2580	9
4475	認定	2580	9
4476	談	2580	9
4477	跟手	2580	9
4478	踏入	2580	9
4479	身手	2580	9
4480	連接	2580	9
4481	達成	2580	9
4482	野獸	2580	9
4483	閃避	2580	9
4484	隊伍	2580	9
4485	集團	2580	9
4486	需求	2580	9
4487	順眼	2580	9
4488	頰	2580	9
4489	驚呼	2580	9
4490	鬆手	2580	9
4491	祕	2579	9
4492	僞裝	2577	9
4493	經濟學	2576	9
4494	災區	2572	9
4495	中山	2568	9
4496	南昌	2568	9
4497	處在	2561	9
4498	黃河	2555	9
4499	勞動者	2553	9
4500	音箱	2551	9
4501	怪不得	2548	10
4502	領取	2548	10
4503	出衆	2547	10
4504	保險公司	2544	10
4505	答辯	2540	10
4506	變爲	2538	10
4507	化爲	2527	10
4508	企業家	2525	10
4509	交換機	2524	10
4510	演唱	2518	10
4511	老鄉	2517	10
4512	總監	2514	10
4513	匯率	2513	10
4514	太平洋	2512	10
4515	手續費	2512	10
4516	愛好者	2502	10
4517	勞動力	2500	10
4518	化工	2493	10
4519	零售	2493	10
4520	一旁	2491	10
4521	上心	2491	10
4522	不但	2491	10
4523	不約而同	2491	10
4524	不行	2491	10
4525	中秋節	2491	10
4526	事先	2491	10
4527	修	2491	10
4528	偷襲	2491	10
4529	儀	2491	10
4530	兼容	2491	10
4531	冒	2491	10
4532	出場	2491	10
4533	分配	2491	10
4534	句子	2491	10
4535	司	2491	10
4536	名稱	2491	10
4537	哀傷	2491	10
4538	哲學	2491	10
4539	問候	2491	10
4540	問號	2491	10
4541	嘖	2491	10
4542	圍裙	2491	10
4543	報導	2491	10
4544	報復	2491	10
4545	夫婦	2491	10
4546	奔	2491	10
4547	對眼	2491	10
4548	巫婆	2491	10
4549	帳	2491	10
4550	帶來	2491	10
4551	後人	2491	10
4552	心虛	2491	10
4553	性別	2491	10
4554	恐龍	2491	10
4555	愛心	2491	10
4556	提及	2491	10
4557	教導	2491	10
4558	文章	2491	10
4559	欺騙	2491	10
4560	武術	2491	10
4561	比喻	2491	10
4562	毫不	2491	10
4563	泥土	2491	10
4564	活力	2491	10
4565	液	2491	10
4566	測驗	2491	10
4567	漂亮	2491	10
4568	玫瑰	2491	10
4569	留戀	2491	10
4570	當成	2491	10
4571	皆	2491	10
4572	監視	2491	10
4573	眼球	2491	10
4574	瞳孔	2491	10
4575	神聖	2491	10
4576	票	2491	10
4577	種種	2491	10
4578	立	2491	10
4579	竟	2491	10
4580	竹	2491	10
4581	筋	2491	10
4582	籠	2491	10
4583	粗魯	2491	10
4584	紛紛	2491	10
4585	聽見	2491	10
4586	肉麻	2491	10
4587	胃口	2491	10
4588	臭味	2491	10
4589	蒸	2491	10
4590	行政	2491	10
4591	言語	2491	10
4592	試圖	2491	10
4593	認知	2491	10
4594	趕到	2491	10
4595	連載	2491	10
4596	部位	2491	10
4597	開放	2491	10
4598	開發	2491	10
4599	隨意	2491	10
4600	難免	2491	10
4601	頹廢	2491	10
4602	驅使	2491	10
4603	黃金	2491	10
4604	黑衣	2491	10
4605	龐大	2491	10
4606	出租車	2483	10
4607	啓發	2483	10
4608	參照	2482	10
4609	折扣	2482	10
4610	深化	2477	10
4611	週四	2471	10
4612	備註	2456	10
4613	貧困	2455	10
4614	中華民族	2451	10
4615	騙人	2448	10
4616	教育部	2444	10
4617	沒意思	2443	10
4618	當代	2439	10
4619	祕書長	2437	10
4620	安全性	2436	10
4621	崛起	2436	10
4622	積極性	2434	10
4623	電臺	2431	10
4624	調動	2427	10
4625	歐元	2426	10
4626	知識產權	2423	10
4627	主演	2421	10
4628	複合	2421	10
4629	態勢	2420	10
4630	徵收	2413	10
4631	編制	2410	10
4632	辦事處	2405	10
4633	評委	2404	10
4634	不愧	2402	10
4635	主義	2402	10
4636	仇人	2402	10
4637	佛	2402	10
4638	倫	2402	10
4639	催眠	2402	10
4640	僵硬	2402	10
4641	入門	2402	10
4642	內臟	2402	10
4643	全家	2402	10
4644	具體	2402	10
4645	剃	2402	10
4646	剩餘	2402	10
4647	創意	2402	10
4648	南方	2402	10
4649	古代	2402	10
4650	可行	2402	10
4651	同步	2402	10
4652	嗬	2402	10
4653	固定	2402	10
4654	圍觀	2402	10
4655	地上	2402	10
4656	垂	2402	10
4657	報道	2402	10
4658	少數	2402	10
4659	少爺	2402	10
4660	尻	2402	10
4661	幽默	2402	10
4662	幾經	2402	10
4663	後者	2402	10
4664	心理學	2402	10
4665	必	2402	10
4666	感性	2402	10
4667	懷抱	2402	10
4668	截	2402	10
4669	承擔	2402	10
4670	投票	2402	10
4671	拼命	2402	10
4672	推測	2402	10
4673	掩護	2402	10
4674	揩	2402	10
4675	整體	2402	10
4676	旅	2402	10
4677	旅程	2402	10
4678	星期四	2402	10
4679	是非	2402	10
4680	有力	2402	10
4681	本事	2402	10
4682	極力	2402	10
4683	歡呼	2402	10
4684	歧視	2402	10
4685	消化	2402	10
4686	無形	2402	10
4687	無言	2402	10
4688	熱氣	2402	10
4689	牆壁	2402	10
4690	祈求	2402	10
4691	福利	2402	10
4692	立場	2402	10
4693	童話	2402	10
4694	符合	2402	10
4695	箍	2402	10
4696	糧	2402	10
4697	系列	2402	10
4698	絲毫	2402	10
4699	罐頭	2402	10
4700	胸膛	2402	10
4701	腮	2402	10
4702	苦惱	2402	10
4703	菲	2402	10
4704	衷心	2402	10
4705	親近	2402	10
4706	訊息	2402	10
4707	說明	2402	10
4708	講法	2402	10
4709	趕走	2402	10
4710	辭職	2402	10
4711	透露	2402	10
4712	進一步	2402	10
4713	進展	2402	10
4714	運氣	2402	10
4715	重量	2402	10
4716	鎖鏈	2402	10
4717	防護	2402	10
4718	雀	2402	10
4719	雖	2402	10
4720	頭頂	2402	10
4721	飛過	2402	10
4722	養父	2402	10
4723	馬車	2402	10
4724	驚人	2402	10
4725	驚奇	2402	10
4726	鬍鬚	2402	10
4727	鮑魚	2402	10
4728	測定	2399	10
4729	外匯	2398	10
4730	煤炭	2397	10
4731	產權	2396	10
4732	好不容易	2388	10
4733	陽臺	2388	10
4734	俾	2386	10
4735	必將	2385	10
4736	精美	2383	10
4737	供電	2380	10
4738	越獄	2380	10
4739	懷裏	2372	10
4740	圖紙	2371	10
4741	卓越	2367	10
4742	音頻	2367	10
4743	來得及	2364	10
4744	現行	2352	10
4745	製造業	2351	10
4746	關鍵字	2350	10
4747	斌	2348	10
4748	黨委	2347	10
4749	啓用	2346	10
4750	國際化	2345	10
4751	大幅度	2342	10
4752	夜裏	2340	10
4753	請勿	2338	10
4754	內蒙古	2337	10
4755	牛市	2336	10
4756	養殖	2336	10
4757	南寧	2333	10
4758	高科技	2329	10
4759	分紅	2326	10
4760	吸引力	2322	10
4761	一流	2313	10
4762	下屬	2313	10
4763	不住	2313	10
4764	丟	2313	10
4765	俠	2313	10
4766	元氣	2313	10
4767	入手	2313	10
4768	出外	2313	10
4769	出頭	2313	10
4770	則	2313	10
4771	務	2313	10
4772	博物館	2313	10
4773	合適	2313	10
4774	均	2313	10
4775	基礎	2313	10
4776	奇蹟	2313	10
4777	女兒	2313	10
4778	女皇	2313	10
4779	寒意	2313	10
4780	審	2313	10
4781	平民	2313	10
4782	廂	2313	10
4783	廠	2313	10
4784	引導	2313	10
4785	往事	2313	10
4786	憑空	2313	10
4787	扶手	2313	10
4788	指導	2313	10
4789	排骨	2313	10
4790	提早	2313	10
4791	揮動	2313	10
4792	擺脫	2313	10
4793	政黨	2313	10
4794	敬請	2313	10
4795	新手	2313	10
4796	日前	2313	10
4797	普遍	2313	10
4798	木頭	2313	10
4799	業	2313	10
4800	決賽	2313	10
4801	流露	2313	10
4802	澧	2313	10
4803	物質	2313	10
4804	特點	2313	10
4805	番薯	2313	10
4806	發射	2313	10
4807	眷屬	2313	10
4808	眼皮	2313	10
4809	瞭解	2313	10
4810	知名	2313	10
4811	短裙	2313	10
4812	移民	2313	10
4813	突發	2313	10
4814	細節	2313	10
4815	組合	2313	10
4816	繼而	2313	10
4817	罷	2313	10
4818	羽毛球	2313	10
4819	胡	2313	10
4820	脫離	2313	10
4821	臉色	2313	10
4822	自修	2313	10
4823	自己人	2313	10
4824	花心	2313	10
4825	莫名其妙	2313	10
4826	蓮	2313	10
4827	虛無	2313	10
4828	街坊	2313	10
4829	表露	2313	10
4830	被動	2313	10
4831	補助	2313	10
4832	評價	2313	10
4833	資產	2313	10
4834	質疑	2313	10
4835	起伏	2313	10
4836	跡象	2313	10
4837	躲	2313	10
4838	車尾	2313	10
4839	輪流	2313	10
4840	通道	2313	10
4841	通關	2313	10
4842	遙控	2313	10
4843	金融	2313	10
4844	陰森	2313	10
4845	集	2313	10
4846	雖則	2313	10
4847	離譜	2313	10
4848	霞	2313	10
4849	響亮	2313	10
4850	鷹	2313	10
4851	黑夜	2313	10
4852	默契	2313	10
4853	保修	2311	10
4854	太原	2310	10
4855	既有	2308	10
4856	闡述	2305	10
4857	救助	2304	10
4858	彩票	2303	10
4859	不準	2298	10
4860	蝦米	2298	10
4861	變革	2293	10
4862	信譽	2289	10
4863	難爲	2280	10
4864	成交量	2277	10
4865	縣城	2276	10
4866	穿上	2275	10
4867	滬	2274	10
4868	薪水	2274	10
4869	小於	2273	10
4870	就此	2266	10
4871	門檻	2265	10
4872	若是	2264	10
4873	吉林	2263	10
4874	工作室	2263	10
4875	市委	2263	10
4876	蘭州	2253	10
4877	尹	2245	10
4878	截至	2243	10
4879	廖	2238	10
4880	磁盤	2236	10
4881	週三	2232	10
4882	鑫	2232	10
4883	東部	2231	10
4884	光榮	2230	10
4885	售	2228	10
4886	踊躍	2228	10
4887	老人家	2226	10
4888	併購	2225	10
4889	一輩子	2224	10
4890	一頭	2224	10
4891	上樓	2224	10
4892	上路	2224	10
4893	並用	2224	10
4894	乾杯	2224	10
4895	人頭	2224	10
4896	佈置	2224	10
4897	充足	2224	10
4898	免得	2224	10
4899	公約	2224	10
4900	具	2224	10
4901	凝聚	2224	10
4902	出動	2224	10
4903	刺耳	2224	10
4904	動靜	2224	10
4905	友情	2224	10
4906	取消	2224	10
4907	吵	2224	10
4908	喜	2224	10
4909	喪失	2224	10
4910	噬	2224	10
4911	困擾	2224	10
4912	報到	2224	10
4913	墓碑	2224	10
4914	太空	2224	10
4915	婚姻	2224	10
4916	完畢	2224	10
4917	家務	2224	10
4918	對外	2224	10
4919	尼	2224	10
4920	居	2224	10
4921	屈服	2224	10
4922	島	2224	10
4923	引誘	2224	10
4924	強制	2224	10
4925	打探	2224	10
4926	打敗	2224	10
4927	打氣	2224	10
4928	掌聲	2224	10
4929	揭開	2224	10
4930	收尾	2224	10
4931	效率	2224	10
4932	教學	2224	10
4933	文明	2224	10
4934	旋轉	2224	10
4935	晴天	2224	10
4936	最佳	2224	10
4937	有餘	2224	10
4938	權力	2224	10
4939	步入	2224	10
4940	殘廢	2224	10
4941	求助	2224	10
4942	汽車	2224	10
4943	清除	2224	10
4944	減肥	2224	10
4945	演唱會	2224	10
4946	潛	2224	10
4947	灰心	2224	10
4948	照樣	2224	10
4949	熱線	2224	10
4950	特色	2224	10
4951	犯人	2224	10
4952	產品	2224	10
4953	發明	2224	10
4954	發言	2224	10
4955	百貨公司	2224	10
4956	第三者	2224	10
4957	節日	2224	10
4958	粟米	2224	10
4959	給予	2224	10
4960	老人	2224	10
