phase	literal	pos	family	voice	note	trust	stratum	verdict	fix_pos	fix_family	fix_voice	audit_note
p1	不好意思	u			no-source;fallback	low	low|u|plain					
p1	不得不	u			no-source;fallback	low	low|u|plain					
p1	丫嘛	u			no-source;p1;fallback	low	low|u|plain					
p1	中年	u			no-source;fallback	low	low|u|plain					
p1	今個	u			no-source;p1;fallback	low	low|u|plain					
p1	仔細	u			no-source;fallback	low	low|u|plain					
p1	估到	u			no-source;fallback	low	low|u|plain					
p1	你是	u			no-source;p1;fallback	low	low|u|plain					
p1	個月	u			no-source;fallback	low	low|u|plain					
p1	優化	u			no-source;fallback	low	low|u|plain					
p1	先講	u			no-source;p1;fallback	low	low|u|plain					
p1	入房	u			no-source;p1;fallback	low	low|u|plain					
p1	再次	u			no-source;fallback	low	low|u|plain					
p1	初初	u			no-source;fallback	low	low|u|plain					
p1	勾	u			no-source;fallback	low	low|u|plain					
p1	千祈	u			no-source;fallback	low	low|u|plain					
p1	卒	u			no-source;fallback	low	low|u|plain					
p1	又是	u			no-source;p1;fallback	low	low|u|plain					
p1	又講	u			no-source;p1;fallback	low	low|u|plain					
p1	口供	u			no-source;fallback	low	low|u|plain					
p1	否則	u			no-source;fallback	low	low|u|plain					
p1	咁鬼	u			no-source;fallback	low	low|u|plain					
p1	喫飯	u			no-source;fallback	low	low|u|plain					
p1	嘆	u			no-source;fallback	low	low|u|plain					
p1	嚟到	u			no-source;fallback	low	low|u|plain					
p1	四圍	u			no-source;fallback	low	low|u|plain					
p1	四川	u			no-source;fallback	low	low|u|plain					
p1	地個	u			no-source;p1;fallback	low	low|u|plain					
p1	堂	u			no-source;fallback	low	low|u|plain					
p1	外賣	u			no-source;fallback	low	low|u|plain					
p1	多次	u			no-source;fallback	low	low|u|plain					
p1	大力	u			no-source;fallback	low	low|u|plain					
p1	大戰	u			no-source;fallback	low	low|u|plain					
p1	好話	u			no-source;fallback	low	low|u|plain					
p1	家裏	u			no-source;fallback	low	low|u|plain					
p1	對面	u			no-source;fallback	low	low|u|plain					
p1	小海	u			no-source;p1;fallback	low	low|u|plain					
p1	巨哥	u			no-source;p1;fallback	low	low|u|plain					
p1	平	u			no-source;fallback	low	low|u|plain					
p1	廟	u			no-source;fallback	low	low|u|plain					
p1	廢事	u			no-source;fallback	low	low|u|plain					
p1	得多	u			no-source;fallback	low	low|u|plain					
p1	心裡面	u			no-source;p1;fallback	low	low|u|plain					
p1	心諗	u			no-source;fallback	low	low|u|plain					
p1	快手	u			no-source;fallback	low	low|u|plain					
p1	我入	u			no-source;p1;fallback	low	low|u|plain					
p1	我市	u			no-source;p1;fallback	low	low|u|plain					
p1	我怕	u			no-source;p1;fallback	low	low|u|plain					
p1	手掌	u			no-source;fallback	low	low|u|plain					
p1	手腳	u			no-source;fallback	low	low|u|plain					
p1	扶	u			no-source;fallback	low	low|u|plain					
p1	抖	u			no-source;fallback	low	low|u|plain					
p1	捽	u			no-source;fallback	low	low|u|plain					
p1	改	u			no-source;fallback	low	low|u|plain					
p1	政	u			no-source;fallback	low	low|u|plain					
p1	教畜	u			no-source;fallback	low	low|u|plain					
p1	星	u			no-source;fallback	low	low|u|plain					
p1	更是	u			no-source;fallback	low	low|u|plain					
p1	最多	u			no-source;fallback	low	low|u|plain					
p1	有意	u			no-source;fallback	low	low|u|plain					
p1	有限	u			no-source;fallback	low	low|u|plain					
p1	朝頭早	u			no-source;fallback	low	low|u|plain					
p1	正常	u			no-source;fallback	low	low|u|plain					
p1	正話	u			no-source;fallback	low	low|u|plain					
p1	死者	u			no-source;fallback	low	low|u|plain					
p1	注定	u			no-source;p1;fallback	low	low|u|plain					
p1	淫	u			no-source;fallback	low	low|u|plain					
p1	溝女	u			no-source;fallback	low	low|u|plain					
p1	漢堡包	u			no-source;fallback	low	low|u|plain					
p1	無所謂	u			no-source;fallback	low	low|u|plain					
p1	熟	u			no-source;p1;fallback	low	low|u|plain					
p1	特登	u			no-source;fallback	low	low|u|plain					
p1	狗仔	u			no-source;fallback	low	low|u|plain					
p1	琴日	u			no-source;fallback	low	low|u|plain					
p1	琴晚	u			no-source;fallback	low	low|u|plain					
p1	界	u			no-source;fallback	low	low|u|plain					
p1	番鹼	u			no-source;p1;fallback	low	low|u|plain					
p1	癡線	u			no-source;p1;fallback	low	low|u|plain					
p1	發叔	u			no-source;p1;fallback	low	low|u|plain					
p1	皓	u			no-source;fallback	low	low|u|plain					
p1	盡量	u			no-source;fallback	low	low|u|plain					
p1	直至	u			no-source;fallback	low	low|u|plain					
p1	眼望	u			no-source;p1;fallback	low	low|u|plain					
p1	眼色	u			no-source;fallback	low	low|u|plain					
p1	睡	u			no-source;fallback	low	low|u|plain					
p1	神父	u			no-source;fallback	low	low|u|plain					
p1	稱爲	u			no-source;fallback	low	low|u|plain					
p1	立刻	u			no-source;fallback	low	low|u|plain					
p1	笨	u			no-source;fallback	low	low|u|plain					
p1	篤	u			no-source;fallback	low	low|u|plain					
p1	絲襪	u			no-source;fallback	low	low|u|plain					
p1	老細	u			no-source;fallback	low	low|u|plain					
p1	而不是	u			no-source;p1;fallback	low	low|u|plain					
p1	胸口	u			no-source;fallback	low	low|u|plain					
p1	臺灣	u			no-source;fallback	low	low|u|plain					
p1	舊	u			no-source;p1;fallback	low	low|u|plain					
p1	舒服	u			no-source;fallback	low	low|u|plain					
p1	船船	u			no-source;p1;fallback	low	low|u|plain					
p1	茄	u			no-source;fallback	low	low|u|plain					
p1	表情	u			no-source;fallback	low	low|u|plain					
p1	表白	u			no-source;fallback	low	low|u|plain					
p1	袋袋	u			no-source;p1;fallback	low	low|u|plain					
p1	複雜	u			no-source;fallback	low	low|u|plain					
p1	要有	u			no-source;p1;fallback	low	low|u|plain					
p1	訓	u			no-source;fallback	low	low|u|plain					
p1	說了	u			no-source;p1;fallback	low	low|u|plain					
p1	課室	u			no-source;fallback	low	low|u|plain					
p1	調用	u			no-source;p1;fallback	low	low|u|plain					
p1	講解	u			no-source;fallback	low	low|u|plain					
p1	賊	u			no-source;fallback	low	low|u|plain					
p1	走入	u			no-source;p1;fallback	low	low|u|plain					
p1	輕鬆	u			no-source;fallback	low	low|u|plain					
p1	轆	u			no-source;fallback	low	low|u|plain					
p1	途中	u			no-source;fallback	low	low|u|plain					
p1	過人	u			no-source;fallback	low	low|u|plain					
p1	過你	u			no-source;p1;fallback	low	low|u|plain					
p1	那個	u			no-source;fallback	low	low|u|plain					
p1	閃	u			no-source;fallback	low	low|u|plain					
p1	阿玲	u			no-source;p1;fallback	low	low|u|plain					
p1	面紅	u			no-source;fallback	low	low|u|plain					
p1	面色	u			no-source;fallback	low	low|u|plain					
p1	香香	u			no-source;p1;fallback	low	low|u|plain					
p1	馬尾	u			no-source;fallback	low	low|u|plain					
p1	馬戲	u			no-source;fallback	low	low|u|plain					
p1	鬚	u			no-source;fallback	low	low|u|plain					
p1	一些	a,n			cow-multi	medium	medium|gate|plain					
p1	不安	a,n			cow-multi	medium	medium|gate|plain					
p1	乾淨	a,n			cow-multi	medium	medium|gate|plain					
p1	代	a,n			cow-multi	medium	medium|gate|plain					
p1	冷	a,n			cow-multi	medium	medium|gate|plain					
p1	大概	n,r			cow-multi	medium	medium|gate|plain					
p1	寫	a,v			cow-multi	medium	medium|gate|plain					
p1	左右	r,v			cow-multi	medium	medium|gate|plain					
p1	忙	a,n			cow-multi	medium	medium|gate|plain					
p1	怕	a,v			cow-multi	medium	medium|gate|plain					
p1	最後	a,n			cow-multi	medium	medium|gate|plain					
p1	根據	a,n			cow-multi	medium	medium|gate|plain					
p1	滿	a,n			cow-multi	medium	medium|gate|plain					
p1	理解	a,n,v			cow-multi	medium	medium|gate|plain					
p1	經過	r,v			cow-multi	medium	medium|gate|plain					
p1	轉移	a,n,v			cow-multi	medium	medium|gate|plain					
p1	關	a,v			cow-multi;p1	medium	medium|gate|plain					
p1	驚訝	a,n			cow-multi;p1	medium	medium|gate|plain					
p1	黑	a,n			cow-multi	medium	medium|gate|plain					
p2_idiom	一國之主	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	一夜之間	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	一己之見	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	一石二鳥	v	idiom		seed	high	high|gate|idiom					
p2_idiom	一箭之仇	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	一面之交	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	上上之策	n	idiom		len4-noun-heuristic;p2-idiom:AABC;p2-idiom-heuristic	high	high|gate|idiom					
p2_idiom	乘人之危	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	付之一炬	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	付之東流	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	傳家之寶	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	即興之作	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	口舌之爭	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	可造之材	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	喪家之犬	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	嗟來之食	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	大雅之堂	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	天作之合	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	天淵之別	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	女流之輩	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	平庸之輩	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	後顧之憂	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	必爭之地	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	忽然之間	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	情急之下	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	收之桑榆	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	明智之舉	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	有婦之夫	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	有生之年	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	為之動容	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	無心之失	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	無米之炊	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	生存之道	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	相比之下	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	眉宇之間	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	破竹之勢	n	idiom		audit-med;review	high	high|gate|idiom					
p2_idiom	神來之筆	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	耄耋之年	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	而立之年	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	肅殺之氣	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	致富之道	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	莫逆之交	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	葬身之地	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	覆盆之冤	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	言之尚早	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	言之成理	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	象牙之塔	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	趁人之危	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	養育之恩	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	點睛之筆	n	idiom		len4-noun-heuristic;p2-idiom:之字格;p2-idiom-heuristic;review	high	high|gate|idiom					
p2_idiom	一年四季	u	idiom		no-source;fallback;p2-idiom:一X?Y;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	一望無垠	u	idiom		no-source;fallback;p2-idiom:一X?Y;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	一望無際	u	idiom		no-source;fallback;p2-idiom:一X?Y;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	一覽無餘	u	idiom		no-source;fallback;p2-idiom:一X?Y;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	乒乒乓乓	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	修修補補	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	含含糊糊	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	哈哈哈哈	u	idiom		no-source;p1;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	嘁嘁喳喳	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	嘻嘻哈哈	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	坑坑窪窪	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	婆婆媽媽	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	安安穩穩	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	密密匝匝	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	實實在在	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	尋尋覓覓	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	彼此彼此	u	idiom		no-source;fallback;p2-idiom:ABAB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	從從容容	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	恩恩怨怨	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	悠哉悠哉	u	idiom		no-source;fallback;p2-idiom:ABAB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	慢慢吞吞	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	懶懶散散	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	方方面面	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	明明白白	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	有心無力	u	idiom		no-source;fallback;p2-idiom:有無對;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	有教無類	u	idiom		no-source;fallback;p2-idiom:有無對;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	有氣無力	u	idiom		no-source;fallback;p2-idiom:有無對;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	期期艾艾	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	正正經經	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	求求其其	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	渾渾噩噩	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	無惡不作	u	idiom		no-source;fallback;p2-idiom:有無對;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	無所不能	u	idiom		no-source;fallback;p2-idiom:有無對;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	生生世世	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	畏畏縮縮	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	疙疙瘩瘩	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	真真正正	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	磕磕絆絆	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	磨磨蹭蹭	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	祖祖輩輩	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	空空蕩蕩	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	紛紛揚揚	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	絮絮叨叨	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	縫縫連連	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	罵罵咧咧	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	行行企企	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	跑跑顛顛	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	辛辛苦苦	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	閃閃縮縮	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	鬼鬼祟祟	u	idiom		no-source;fallback;p2-idiom:AABB;p2-idiom-heuristic;review	high	high|u|idiom					
p2_idiom	中規中矩	n	idiom		cow-single;p2-idiom:ABAC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	亞美尼亞	n	idiom		cow-single;p2-idiom:AxxA;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	匆匆離去	v	idiom		cow-single;p2-idiom:AABC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	喃喃自語	v	idiom		cow-single;p2-idiom:AABC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	小偷小摸	n	idiom		cow-single;p2-idiom:ABAC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	強買強賣	v	idiom		cow-single;p2-idiom:ABAC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	彈道導彈	n	idiom		cow-single;p2-idiom:AxxA;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	彬彬有禮	n	idiom		cow-single;p2-idiom:AABC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	怪模怪樣	a	idiom		cow-single;p2-idiom:ABAC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	或多或少	r	idiom		cow-single;p2-idiom:ABAC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	搖搖欲墜	v	idiom		cow-single;p2-idiom:AABC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	核糖核酸	n	idiom		cow-single;p2-idiom:ABAC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	無影無蹤	n	idiom		cow-single;p2-idiom:ABAC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	無拘無束	v	idiom		cow-single;p2-idiom:ABAC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	無法無天	n	idiom		cow-single;p2-idiom:ABAC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	空空導彈	n	idiom		cow-single;p2-idiom:AABC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	閃閃發光	v	idiom		cow-single;p2-idiom:AABC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	默默無聞	n	idiom		cow-single;p2-idiom:AABC;p2-idiom-heuristic	low	low|low|idiom					
p2_idiom	一年一度	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	一言一行	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	不乾不淨	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	不依不饒	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	不慌不忙	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	予取予攜	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	井井有條	u	idiom		no-source;fallback;p2-idiom:AABC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	人來人往	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	仁者見仁	u	idiom		no-source;fallback;p2-idiom:AxxA;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	何時何地	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	冇人冇物	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	可喜可賀	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	可大可小	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	同工同酬	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	唔多唔少	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	問長問短	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	大吉大利	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	大徹大悟	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	大模大樣	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	大魚大肉	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	如痴如醉	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	姍姍來遲	u	idiom		no-source;fallback;p2-idiom:AABC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	字字珠玉	u	idiom		no-source;fallback;p2-idiom:AABC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	孰真孰假	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	實報實銷	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	快人快語	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	怪聲怪氣	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	息息相關	u	idiom		no-source;fallback;p2-idiom:AABC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	愈演愈烈	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	拼死拼活	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	新人新事	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	晚婚晚育	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	有勇有謀	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	有條有理	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	有頭有臉	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	源源不絕	u	idiom		no-source;fallback;p2-idiom:AABC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	百戰百勝	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
p2_idiom	真心真意	u	idiom		no-source;fallback;p2-idiom:ABAC;p2-idiom-heuristic	low	low|u|idiom					
